SHIPMENT ID,Carrier 1,Carrier 2,Carrier 3,Carrier 4,Carrier 5,Carrier 6,Carrier 7,Carrier 8,Carrier 9,Carrier 10,Carrier 11,Carrier 12,Carrier 13,Carrier 14,Carrier 15,Carrier 16
100000245,2,0,2,0,0,0,2,0,0,0,0,1,1,1,0,0
100000246,2,0,2,0,0,0,2,0,0,0,0,1,1,1,0,0
100000247,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
100000248,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000249,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
100000250,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000251,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000252,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100000253,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100000254,2,0,1,0,0,0,0,0,1,0,0,1,2,1,0,1
100000255,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000256,3,0,2,0,0,0,0,0,0,0,0,3,0,2,6,3
100000257,3,0,2,0,0,0,4,0,2,0,0,2,3,3,0,3
100000258,2,0,1,0,0,0,1,0,0,0,0,1,1,2,0,1
100000259,3,0,2,0,0,0,4,0,0,0,0,2,2,2,0,4
100000260,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100000261,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100000262,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100000263,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,5
100000264,5,0,4,0,0,0,0,0,0,0,6,4,0,4,0,5
100000265,5,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0
100000266,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100000267,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100000268,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3
100000269,5,0,5,0,0,0,0,0,0,0,3,4,0,5,0,6
100000270,5,0,6,0,0,0,0,0,0,0,7,6,4,7,0,0
100000271,5,0,8,0,0,0,0,0,0,0,7,5,4,6,0,7
100000272,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2
100000273,3,0,1,0,0,0,0,0,0,0,3,2,0,2,0,2
100000274,5,0,4,0,0,0,0,0,0,0,6,4,0,5,0,6
100000275,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2
100000276,2,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
100000277,3,0,2,0,0,0,4,0,1,0,0,2,2,2,0,4
100000278,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,5
100000279,5,0,5,0,0,0,0,0,0,0,3,4,0,5,0,5
100000280,5,5,5,0,0,0,0,0,0,0,0,5,0,5,0,7
100000281,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,3
100000282,3,4,3,0,0,0,0,0,0,0,0,3,0,3,0,3
100000283,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
100000284,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100000285,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
100000286,5,0,5,0,0,0,0,0,0,0,7,5,0,5,0,6
100000287,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000288,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100000289,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000290,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100000291,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100000292,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100000293,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2
100000294,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000295,3,3,2,2,0,0,4,0,4,0,0,2,0,2,0,3
100000296,3,0,1,0,0,0,0,1,0,0,1,2,0,1,0,2
100000297,2,0,2,0,0,0,0,0,0,0,2,2,0,2,0,2
100000298,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0
100000299,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
100000300,2,0,1,0,0,0,4,0,0,0,0,2,0,2,0,1
100000301,3,0,2,0,0,0,4,0,1,0,0,2,0,2,0,3
100000302,3,0,2,0,0,0,4,0,2,0,0,2,0,2,0,3
100000303,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
100000304,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
100000305,3,3,2,2,0,0,4,0,4,0,0,2,0,2,0,3
100000306,2,0,2,0,0,0,0,0,0,0,0,2,0,3,0,3
100000307,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,2
100000308,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0
100000309,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0
100000310,3,2,1,0,0,0,0,0,0,0,0,2,0,2,0,1
100000311,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100000312,5,0,0,0,0,0,0,0,0,0,7,5,0,5,0,6
100000313,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,5
100000314,3,0,2,0,0,0,4,0,2,0,0,2,0,2,0,3
100000315,3,0,2,0,0,0,4,0,2,0,0,2,0,2,0,3
100000316,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100000317,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100000318,3,0,2,0,0,0,4,0,2,0,0,2,0,2,0,3
100000319,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,3
100000320,4,2,0,0,0,0,0,0,0,0,0,2,0,2,0,3
100000321,5,5,5,0,0,0,0,0,0,0,0,4,0,4,0,5
100000322,2,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0
100000323,2,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1
100000324,5,5,4,6,0,0,0,0,0,0,0,5,0,5,0,6
100000325,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000326,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000327,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000328,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100000329,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
100000330,5,5,5,0,0,0,0,0,0,0,0,5,0,6,0,0
100000331,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100000332,3,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2
100000333,3,2,3,0,0,0,0,0,0,0,0,2,0,2,0,2
100000334,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100000335,3,0,2,0,0,0,4,0,4,0,0,2,0,3,0,4
100000336,4,3,2,0,0,0,0,0,0,0,0,3,0,3,4,4
100000337,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100000338,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100000339,3,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100000340,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,5
100000341,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100000342,5,0,5,0,0,0,0,0,0,0,7,5,0,5,0,6
100000343,5,0,4,0,0,0,0,0,0,0,6,4,0,4,0,5
100000344,3,0,2,0,0,0,0,0,1,0,0,2,0,2,0,0
100000345,6,0,3,0,0,0,0,0,3,0,0,4,0,3,0,0
100000346,5,0,4,0,0,0,0,0,0,0,6,3,0,4,0,0
100000347,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100000348,3,0,2,0,0,0,0,1,0,0,1,2,0,1,0,2
100000349,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100000350,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
100000351,3,0,1,0,0,0,0,0,0,0,3,2,0,2,0,2
100000352,2,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
100000353,3,2,2,4,0,0,0,0,0,0,0,2,0,2,0,2
100000354,5,5,4,6,0,0,0,0,0,0,0,5,0,5,0,6
100000355,3,4,2,2,0,0,0,0,7,0,0,2,0,2,0,2
100000356,3,2,3,0,0,0,0,0,0,0,0,2,0,3,0,3
100000357,4,4,4,0,0,0,0,0,0,0,0,4,0,4,0,5
100000358,4,4,4,0,0,0,0,0,0,0,0,4,0,5,0,6
100000359,3,5,5,0,0,0,0,0,0,0,0,2,0,3,0,4
100000360,4,3,2,0,0,0,0,0,0,0,0,3,0,4,0,4
100000361,3,0,2,0,0,0,0,0,0,0,0,3,0,3,0,3
100000362,3,2,2,0,0,0,0,0,1,0,0,2,0,2,4,3
100000363,4,5,4,5,0,0,0,0,0,0,0,3,0,4,0,5
100000364,4,2,3,0,0,0,0,0,0,0,0,2,0,2,0,0
100000365,5,5,4,0,0,0,0,0,0,0,0,3,0,4,0,5
100000366,3,2,2,3,0,0,0,0,0,0,0,2,0,2,0,1
100000367,3,2,2,4,0,0,0,0,0,0,0,2,0,2,0,2
100000368,4,2,3,0,0,0,0,0,0,0,0,2,0,2,0,2
100000369,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
100000370,2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2
100000371,2,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0
100000372,3,0,2,0,0,0,4,0,2,0,0,2,0,2,0,3
100000373,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
100000374,5,0,5,0,0,0,0,0,0,0,0,5,4,6,0,7
100000375,5,0,5,0,0,0,0,0,0,0,0,5,4,5,0,0
100000376,5,0,5,0,0,0,0,0,0,0,0,5,4,5,0,0
100000377,4,3,2,0,0,0,0,0,0,0,0,2,0,2,4,4
100000378,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
100000379,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
100000380,2,2,2,0,0,0,4,0,0,0,0,2,2,2,0,0
100000381,2,2,1,0,0,0,1,0,0,0,0,1,1,1,0,0
100000382,3,3,2,0,0,0,0,0,0,0,0,2,3,2,0,3
